Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,TotalIncome,Loan_to_Income_Ratio,EMI,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
1,0,0,1,0,2971.0,2791.0,144.0,360.0,1.0,1,5762.0,0.024991322457480043,0.4,0,1,0
1,1,0,1,0,7578.0,1010.0,175.0,360.0,1.0,1,8588.0,0.0203772706101537,0.4861111111111111,0,1,0
1,1,0,1,0,6250.0,0.0,128.0,360.0,1.0,1,6250.0,0.02048,0.35555555555555557,0,1,0
1,1,0,1,0,3250.0,0.0,170.0,360.0,1.0,0,3250.0,0.052307692307692305,0.4722222222222222,1,0,0
1,1,0,0,1,4735.0,0.0,138.0,360.0,1.0,0,4735.0,0.02914466737064414,0.38333333333333336,0,0,1
1,1,2,1,0,6250.0,1695.0,210.0,360.0,1.0,1,7945.0,0.02643171806167401,0.5833333333333334,0,1,0
1,1,0,1,0,4758.0,0.0,158.0,480.0,1.0,1,4758.0,0.0332072299285414,0.32916666666666666,0,1,0
1,0,0,1,1,6400.0,0.0,200.0,360.0,1.0,1,6400.0,0.03125,0.5555555555555556,1,0,0
1,1,1,1,0,2491.0,2054.0,104.0,360.0,1.0,1,4545.0,0.02288228822882288,0.28888888888888886,0,1,0
1,1,0,1,0,3716.0,0.0,42.0,180.0,1.0,1,3716.0,0.011302475780409042,0.23333333333333334,1,0,0
1,0,0,0,0,3189.0,2598.0,120.0,360.0,1.0,1,5787.0,0.020736132711249352,0.3333333333333333,1,0,0
0,0,0,1,0,8333.0,0.0,261.5,360.0,1.0,1,8333.0,0.03360134405376215,0.7777777777777778,0,1,0
1,1,1,1,0,3155.0,1779.0,140.0,360.0,1.0,1,4934.0,0.02837454398054317,0.3888888888888889,0,1,0
1,1,1,1,0,5500.0,1260.0,170.0,360.0,1.0,1,6760.0,0.02514792899408284,0.4722222222222222,1,0,0
1,1,0,1,0,5746.0,0.0,255.0,360.0,1.0,0,5746.0,0.04437869822485207,0.7083333333333334,0,0,1
0,0,0,1,1,3463.0,0.0,122.0,360.0,1.0,1,3463.0,0.03522956973722206,0.3388888888888889,0,0,1
0,0,1,1,0,3812.0,0.0,112.0,360.0,1.0,1,3812.0,0.02938090241343127,0.3111111111111111,1,0,0
1,1,1,1,0,3315.0,0.0,96.0,360.0,1.0,1,3315.0,0.02895927601809955,0.26666666666666666,0,1,0
1,1,2,1,0,5819.0,5000.0,120.0,360.0,1.0,1,10819.0,0.01109159811442832,0.3333333333333333,1,0,0
1,1,1,0,0,2510.0,1983.0,140.0,180.0,1.0,0,4493.0,0.031159581571333184,0.7777777777777778,0,0,1
1,0,0,1,0,2965.0,5701.0,155.0,60.0,1.0,1,8666.0,0.017885991230094624,2.5833333333333335,0,0,1
1,1,2,1,1,6250.0,1300.0,108.0,360.0,1.0,1,7550.0,0.014304635761589404,0.3,1,0,0
1,1,0,0,0,3406.0,4417.0,123.0,360.0,1.0,1,7823.0,0.01572286846478333,0.3416666666666667,0,1,0
1,0,0,1,1,6050.0,4333.0,120.0,180.0,1.0,0,10383.0,0.011557353366079168,0.6666666666666666,0,0,1
1,1,2,1,0,9703.0,0.0,112.0,360.0,1.0,1,9703.0,0.011542821807688343,0.3111111111111111,0,0,1
1,1,1,0,0,6608.0,0.0,137.0,180.0,1.0,1,6608.0,0.020732445520581115,0.7611111111111111,0,0,1
1,1,1,1,0,2882.0,1843.0,123.0,480.0,1.0,1,4725.0,0.02603174603174603,0.25625,0,1,0
1,1,0,1,0,1809.0,1868.0,90.0,360.0,1.0,1,3677.0,0.024476475387544192,0.25,0,0,1
1,1,0,0,0,1668.0,3890.0,201.0,360.0,0.0,0,5558.0,0.0361640878013674,0.5583333333333333,0,1,0
0,0,2,1,0,3427.0,0.0,138.0,360.0,1.0,0,3427.0,0.040268456375838924,0.38333333333333336,0,0,1
1,0,0,0,1,2583.0,2167.0,104.0,360.0,1.0,1,4750.0,0.021894736842105262,0.28888888888888886,1,0,0
1,1,1,0,0,2661.0,5743.125,261.5,180.0,1.0,1,9762.0,0.02858020897357099,1.55,0,1,0
1,0,0,1,1,10171.25,0.0,192.0,360.0,0.0,0,12555.375,0.011815384615384615,0.5333333333333333,0,0,1
0,0,3,1,0,3083.0,0.0,255.0,360.0,1.0,1,3083.0,0.08271164450210834,0.7083333333333334,1,0,0
1,0,0,0,0,6045.0,0.0,115.0,360.0,0.0,0,6045.0,0.01902398676592225,0.3194444444444444,1,0,0
1,1,3,1,0,5250.0,0.0,94.0,360.0,1.0,0,5250.0,0.017904761904761906,0.2611111111111111,0,0,1
1,1,0,1,0,10171.25,2100.0,261.5,360.0,1.0,0,12555.375,0.018113567300244295,0.8444444444444444,1,0,0
1,1,3,0,0,4931.0,0.0,128.0,360.0,1.0,0,4931.0,0.02595822348408031,0.35555555555555557,0,1,0
1,1,1,1,0,6083.0,4250.0,261.5,360.0,1.0,1,10333.0,0.03193651408109939,0.9166666666666666,0,0,1
1,0,0,1,0,2060.0,2209.0,134.0,360.0,1.0,1,4269.0,0.03138908409463575,0.37222222222222223,0,1,0
0,0,1,1,0,3481.0,0.0,155.0,36.0,1.0,0,3481.0,0.04452743464521689,4.305555555555555,0,1,0
0,0,0,1,0,7200.0,0.0,120.0,360.0,1.0,1,7200.0,0.016666666666666666,0.3333333333333333,1,0,0
1,0,0,1,1,5166.0,0.0,128.0,360.0,1.0,1,5166.0,0.024777390631049168,0.35555555555555557,0,1,0
1,0,0,1,0,4095.0,3447.0,151.0,360.0,1.0,1,7542.0,0.02002121453195439,0.41944444444444445,1,0,0
1,1,2,1,0,4708.0,1387.0,150.0,360.0,1.0,1,6095.0,0.02461033634126333,0.4166666666666667,0,1,0
1,1,3,1,0,4333.0,1811.0,160.0,360.0,0.0,1,6144.0,0.026041666666666668,0.4444444444444444,0,0,1
0,0,0,1,0,3418.0,0.0,135.0,360.0,1.0,0,3418.0,0.03949678174370977,0.375,1,0,0
0,0,1,1,0,2876.0,1560.0,90.0,360.0,1.0,1,4436.0,0.02028854824165915,0.25,0,0,1
0,0,0,1,0,3237.0,0.0,30.0,360.0,1.0,1,3237.0,0.009267840593141797,0.08333333333333333,0,0,1
1,1,0,1,0,10171.25,0.0,136.0,360.0,1.0,1,11146.0,0.012201686703750225,0.37777777777777777,0,0,1
1,0,0,1,0,2833.0,1857.0,126.0,360.0,1.0,1,4690.0,0.026865671641791045,0.35,1,0,0
1,1,0,1,0,2620.0,2223.0,150.0,360.0,1.0,1,4843.0,0.03097253768325418,0.4166666666666667,0,1,0
1,1,2,1,0,3900.0,0.0,90.0,360.0,1.0,1,3900.0,0.023076923076923078,0.25,0,1,0
1,1,1,1,0,2750.0,1842.0,115.0,360.0,1.0,1,4592.0,0.02504355400696864,0.3194444444444444,0,1,0
1,1,0,1,0,3993.0,3274.0,207.0,360.0,1.0,1,7267.0,0.02848493188385854,0.575,0,1,0
1,1,0,1,0,3103.0,1300.0,80.0,360.0,1.0,1,4403.0,0.018169429934135818,0.2222222222222222,0,0,1
1,1,0,1,0,10171.25,0.0,261.5,360.0,1.0,1,12555.375,0.02989782623602825,1.211111111111111,0,1,0
0,1,0,0,0,4100.0,0.0,124.0,360.0,1.0,1,4100.0,0.03024390243902439,0.34444444444444444,1,0,0
1,0,1,0,1,4053.0,2426.0,158.0,360.0,0.0,0,6479.0,0.02438647939496836,0.4388888888888889,0,0,1
1,1,0,1,0,3927.0,800.0,112.0,360.0,1.0,1,4727.0,0.0236936746350751,0.3111111111111111,0,1,0
1,1,2,1,0,2301.0,985.7999878,78.0,180.0,1.0,1,3286.7999878,0.023731288879615956,0.43333333333333335,0,0,1
0,0,0,1,0,1811.0,1666.0,54.0,360.0,1.0,1,3477.0,0.015530629853321829,0.15,0,0,1
1,1,0,1,0,10171.25,0.0,128.0,360.0,1.0,0,12555.375,0.006193448492766246,0.35555555555555557,1,0,0
1,0,0,1,0,3158.0,3053.0,89.0,360.0,1.0,1,6211.0,0.014329415553051039,0.24722222222222223,1,0,0
0,0,0,1,1,2600.0,1717.0,99.0,300.0,1.0,0,4317.0,0.022932592077831826,0.33,0,1,0
1,1,0,1,0,3704.0,2000.0,120.0,360.0,1.0,1,5704.0,0.021037868162692847,0.3333333333333333,1,0,0
0,0,0,1,0,4124.0,0.0,115.0,360.0,1.0,1,4124.0,0.027885548011639186,0.3194444444444444,0,1,0
1,0,0,1,0,9508.0,0.0,187.0,360.0,1.0,1,9508.0,0.019667648296171646,0.5194444444444445,1,0,0
1,1,0,1,0,3075.0,2416.0,139.0,360.0,1.0,1,5491.0,0.025314150427973046,0.3861111111111111,1,0,0
1,1,2,1,0,4400.0,0.0,127.0,360.0,0.0,0,4400.0,0.028863636363636362,0.3527777777777778,0,1,0
1,1,2,1,0,3153.0,1560.0,134.0,360.0,1.0,1,4713.0,0.028431996605134735,0.37222222222222223,0,0,1
0,0,0,1,0,5417.0,0.0,143.0,480.0,0.0,0,5417.0,0.026398375484585564,0.29791666666666666,0,0,1
1,1,0,1,0,2383.0,3334.0,172.0,360.0,1.0,1,5717.0,0.03008570928808816,0.4777777777777778,0,1,0
1,1,3,1,0,4416.0,1250.0,110.0,360.0,1.0,1,5666.0,0.01941404871161313,0.3055555555555556,0,0,1
1,1,1,1,0,6875.0,0.0,200.0,360.0,1.0,1,6875.0,0.02909090909090909,0.5555555555555556,0,1,0
0,1,1,1,0,4666.0,0.0,135.0,360.0,1.0,1,4666.0,0.028932704672096014,0.375,0,0,1
0,0,0,1,0,5000.0,2541.0,151.0,480.0,1.0,0,7541.0,0.020023869513327144,0.3145833333333333,1,0,0
1,1,1,1,0,2014.0,2925.0,113.0,360.0,1.0,0,4939.0,0.02287912532901397,0.3138888888888889,0,0,1
1,1,0,0,0,1800.0,2934.0,93.0,360.0,0.0,0,4734.0,0.01964512040557668,0.25833333333333336,0,0,1
1,1,0,0,0,2875.0,1750.0,105.0,360.0,1.0,1,4625.0,0.022702702702702703,0.2916666666666667,0,1,0
0,0,0,1,0,5000.0,0.0,132.0,360.0,1.0,1,5000.0,0.0264,0.36666666666666664,1,0,0
1,1,1,1,0,1625.0,1803.0,96.0,360.0,1.0,1,3428.0,0.028004667444574097,0.26666666666666666,0,0,1
1,0,0,1,0,4000.0,2500.0,140.0,360.0,1.0,1,6500.0,0.021538461538461538,0.3888888888888889,1,0,0
1,0,0,0,0,2000.0,0.0,128.0,360.0,1.0,0,2000.0,0.064,0.35555555555555557,0,0,1
0,0,0,1,0,3762.0,1666.0,135.0,360.0,1.0,1,5428.0,0.024871039056742816,0.375,1,0,0
0,0,0,1,0,2400.0,1863.0,104.0,360.0,0.0,0,4263.0,0.02439596528266479,0.28888888888888886,0,0,1
1,0,0,1,0,10171.25,0.0,261.5,360.0,1.0,0,12555.375,0.02372361982899224,1.3333333333333333,1,0,0
1,1,2,0,0,7667.0,0.0,185.0,360.0,1.0,1,7667.0,0.024129385678883526,0.5138888888888888,1,0,0
0,0,0,1,0,2917.0,0.0,84.0,360.0,1.0,1,2917.0,0.028796708947548853,0.23333333333333334,0,1,0
1,0,0,0,0,2927.0,2405.0,111.0,360.0,1.0,1,5332.0,0.020817704426106528,0.30833333333333335,0,1,0
0,0,0,1,0,2507.0,0.0,56.0,360.0,1.0,1,2507.0,0.022337455125648185,0.15555555555555556,1,0,0
1,1,2,1,1,5746.0,0.0,144.0,84.0,1.0,1,5746.0,0.025060911938739994,1.7142857142857142,1,0,0
1,1,0,1,0,2473.0,1843.0,159.0,360.0,1.0,0,4316.0,0.036839666357738644,0.44166666666666665,1,0,0
1,1,1,0,0,3399.0,1640.0,111.0,180.0,1.0,1,5039.0,0.022028180194483032,0.6166666666666667,0,0,1
1,1,2,1,0,3717.0,0.0,120.0,360.0,1.0,1,3717.0,0.03228410008071025,0.3333333333333333,0,1,0
1,1,0,1,0,2058.0,2134.0,88.0,360.0,1.0,1,4192.0,0.02099236641221374,0.24444444444444444,0,0,1
0,0,1,1,0,3541.0,0.0,112.0,360.0,1.0,1,3541.0,0.031629483196837054,0.3111111111111111,0,1,0
1,1,1,1,1,10000.0,0.0,155.0,360.0,1.0,0,10000.0,0.0155,0.4305555555555556,1,0,0
1,1,0,1,0,2400.0,2167.0,115.0,360.0,1.0,1,4567.0,0.025180643748631486,0.3194444444444444,0,1,0
1,1,3,1,0,4342.0,189.0,124.0,360.0,1.0,1,4531.0,0.027367027146325315,0.34444444444444444,0,1,0
1,1,2,0,0,3601.0,1590.0,128.0,360.0,1.0,1,5191.0,0.024658062030437296,0.35555555555555557,1,0,0
0,0,0,1,0,3166.0,2985.0,132.0,360.0,1.0,1,6151.0,0.021459925215412127,0.36666666666666664,1,0,0
1,1,3,1,0,10171.25,0.0,261.5,360.0,1.0,1,12555.375,0.02,0.8333333333333334,1,0,0
1,1,1,1,1,8666.0,4983.0,261.5,360.0,0.0,0,12555.375,0.027547805700051286,1.0444444444444445,1,0,0
1,0,0,1,0,4917.0,0.0,130.0,360.0,0.0,1,4917.0,0.026438885499288182,0.3611111111111111,1,0,0
1,1,0,1,1,5818.0,2160.0,184.0,360.0,1.0,1,7978.0,0.023063424417147156,0.5111111111111111,0,1,0
0,1,0,1,0,4333.0,2451.0,110.0,360.0,1.0,0,6784.0,0.016214622641509434,0.3055555555555556,0,0,1
0,0,0,1,0,2500.0,0.0,67.0,360.0,1.0,1,2500.0,0.0268,0.18611111111111112,0,0,1
1,0,1,1,0,4384.0,1793.0,117.0,360.0,1.0,1,6177.0,0.01894123360854784,0.325,0,0,1
1,0,0,1,0,2935.0,0.0,98.0,360.0,1.0,1,2935.0,0.03339011925042589,0.2722222222222222,0,1,0
1,0,0,1,0,2833.0,0.0,71.0,360.0,1.0,1,2833.0,0.025061771973173313,0.19722222222222222,0,0,1
1,1,0,1,0,10171.25,0.0,261.5,180.0,1.0,1,12555.375,0.007736394208756335,2.7222222222222223,0,0,1
1,1,1,1,1,9833.0,1833.0,182.0,180.0,1.0,1,11666.0,0.015600891479513115,1.011111111111111,0,0,1
1,1,0,1,1,5503.0,4490.0,70.0,360.0,1.0,1,9993.0,0.007004903432402682,0.19444444444444445,0,1,0
1,1,1,1,0,5250.0,688.0,160.0,360.0,1.0,1,5938.0,0.02694509936005389,0.4444444444444444,1,0,0
1,1,2,1,1,2500.0,4600.0,176.0,360.0,1.0,1,7100.0,0.024788732394366197,0.4888888888888889,1,0,0
0,0,3,0,0,1830.0,0.0,128.0,360.0,0.0,0,1830.0,0.06994535519125683,0.35555555555555557,0,0,1
0,0,0,1,0,4160.0,0.0,71.0,360.0,1.0,1,4160.0,0.01706730769230769,0.19722222222222222,0,1,0
1,1,3,0,0,2647.0,1587.0,173.0,360.0,1.0,0,4234.0,0.040859707132735006,0.48055555555555557,1,0,0
0,0,0,1,0,2378.0,0.0,46.0,360.0,1.0,0,2378.0,0.01934398654331371,0.12777777777777777,1,0,0
1,1,1,0,0,4554.0,1229.0,158.0,360.0,1.0,1,5783.0,0.027321459450112398,0.4388888888888889,0,0,1
1,1,3,0,0,3173.0,0.0,74.0,360.0,1.0,1,3173.0,0.023321777497636306,0.20555555555555555,0,1,0
1,1,2,1,0,2583.0,2330.0,125.0,360.0,1.0,1,4913.0,0.0254427030327702,0.3472222222222222,1,0,0
1,1,0,1,0,2499.0,2458.0,160.0,360.0,1.0,1,4957.0,0.03227758725035303,0.4444444444444444,0,1,0
1,1,0,0,0,3523.0,3230.0,152.0,360.0,0.0,0,6753.0,0.02250851473419221,0.4222222222222222,1,0,0
1,1,2,0,0,3083.0,2168.0,126.0,360.0,1.0,1,5251.0,0.023995429442011044,0.35,0,0,1
1,1,0,1,0,6333.0,4583.0,259.0,360.0,1.0,1,10916.0,0.02372663979479663,0.7194444444444444,0,1,0
1,1,0,1,0,2625.0,5743.125,187.0,360.0,1.0,1,8875.0,0.021070422535211266,0.5194444444444445,1,0,0
1,1,0,1,0,9083.0,0.0,228.0,360.0,1.0,1,9083.0,0.025101838599581636,0.6333333333333333,0,1,0
1,0,0,1,0,8750.0,4167.0,261.5,360.0,1.0,0,12555.375,0.023844545947201364,0.8555555555555555,1,0,0
1,1,3,1,0,2666.0,2083.0,95.0,360.0,1.0,1,4749.0,0.02000421141292904,0.2638888888888889,1,0,0
0,1,0,1,1,5500.0,0.0,105.0,360.0,0.0,0,5500.0,0.019090909090909092,0.2916666666666667,1,0,0
0,1,0,1,0,2423.0,505.0,130.0,360.0,1.0,1,2928.0,0.04439890710382514,0.3611111111111111,0,1,0
0,0,0,1,0,3813.0,0.0,116.0,180.0,1.0,1,3813.0,0.03042223970626803,0.6444444444444445,0,0,1
1,1,2,1,0,8333.0,3167.0,165.0,360.0,1.0,1,11500.0,0.014347826086956521,0.4583333333333333,1,0,0
1,1,1,1,0,3875.0,0.0,67.0,360.0,1.0,0,3875.0,0.01729032258064516,0.18611111111111112,0,0,1
1,1,0,0,0,3000.0,1666.0,100.0,480.0,0.0,0,4666.0,0.021431633090441493,0.20833333333333334,0,0,1
1,1,3,1,0,5167.0,3167.0,200.0,360.0,1.0,1,8334.0,0.023998080153587713,0.5555555555555556,0,1,0
0,0,1,1,0,4723.0,0.0,81.0,360.0,1.0,0,4723.0,0.017150116451408005,0.225,0,1,0
1,1,2,1,0,5000.0,3667.0,236.0,360.0,1.0,1,8667.0,0.027229721933771777,0.6555555555555556,0,1,0
1,1,0,1,0,4750.0,2333.0,130.0,360.0,1.0,1,7083.0,0.01835380488493576,0.3611111111111111,0,0,1
1,1,0,1,0,3013.0,3033.0,95.0,300.0,1.0,1,6046.0,0.0157128680119087,0.31666666666666665,0,0,1
1,0,0,1,1,6822.0,0.0,141.0,360.0,1.0,1,6822.0,0.020668425681618294,0.39166666666666666,1,0,0
1,0,0,0,0,6216.0,0.0,133.0,360.0,1.0,0,6216.0,0.021396396396396396,0.36944444444444446,1,0,0
1,0,0,1,0,2500.0,0.0,96.0,480.0,1.0,0,2500.0,0.0384,0.2,0,1,0
1,0,0,1,0,5124.0,0.0,124.0,360.0,0.0,0,5124.0,0.02419984387197502,0.34444444444444444,1,0,0
1,1,1,1,0,6325.0,0.0,175.0,360.0,1.0,1,6325.0,0.02766798418972332,0.4861111111111111,0,1,0
1,1,0,1,0,10171.25,5266.0,261.5,360.0,1.0,0,12555.375,0.022803648583773404,1.5833333333333333,1,0,0
0,0,0,1,1,10171.25,0.0,55.0,360.0,1.0,1,12555.375,0.0034900691668253063,0.1527777777777778,0,1,0
1,1,2,1,0,5185.0,0.0,155.0,360.0,1.0,1,5185.0,0.029893924783027964,0.4305555555555556,0,1,0
1,1,2,1,1,9323.0,5743.125,261.5,300.0,1.0,1,12555.375,0.02209816236334031,1.2666666666666666,1,0,0
1,0,1,1,0,3062.0,1987.0,111.0,180.0,0.0,0,5049.0,0.021984551396316103,0.6166666666666667,0,0,1
0,0,0,1,0,2764.0,1459.0,110.0,360.0,1.0,1,4223.0,0.02604783329386692,0.3055555555555556,0,0,1
1,1,0,1,0,4817.0,923.0,120.0,180.0,1.0,1,5740.0,0.020905923344947737,0.6666666666666666,0,0,1
1,1,3,1,0,8750.0,4996.0,130.0,360.0,1.0,1,12555.375,0.009457296668121635,0.3611111111111111,1,0,0
1,1,0,1,0,4310.0,0.0,130.0,360.0,1.0,1,4310.0,0.030162412993039442,0.3611111111111111,0,1,0
1,0,0,1,0,3069.0,0.0,71.0,480.0,1.0,0,3069.0,0.023134571521668295,0.14791666666666667,0,0,1
1,1,2,1,0,5391.0,0.0,130.0,360.0,1.0,1,5391.0,0.024114264514932295,0.3611111111111111,0,0,1
1,1,0,1,0,3333.0,2500.0,128.0,360.0,1.0,1,5833.0,0.021944111092062405,0.35555555555555557,0,1,0
1,0,0,1,0,5941.0,4232.0,261.5,360.0,1.0,1,10173.0,0.029096628329892852,0.8222222222222222,0,1,0
0,0,0,1,0,6000.0,0.0,156.0,360.0,1.0,1,6000.0,0.026,0.43333333333333335,0,0,1
1,0,0,1,1,7167.0,0.0,128.0,360.0,1.0,1,7167.0,0.017859634435607646,0.35555555555555557,0,0,1
1,1,2,1,0,4566.0,0.0,100.0,360.0,1.0,0,4566.0,0.021901007446342532,0.2777777777777778,0,0,1
1,0,1,1,0,3667.0,0.0,113.0,180.0,1.0,1,3667.0,0.030815380419961822,0.6277777777777778,0,0,1
1,0,0,0,0,2346.0,1600.0,132.0,360.0,1.0,1,3946.0,0.03345159655347187,0.36666666666666664,0,1,0
1,1,0,0,0,3010.0,3136.0,128.0,360.0,0.0,0,6146.0,0.02082655385616661,0.35555555555555557,0,0,1
1,1,0,1,0,2333.0,2417.0,136.0,360.0,1.0,1,4750.0,0.02863157894736842,0.37777777777777777,0,0,1
1,1,0,1,0,5488.0,0.0,125.0,360.0,1.0,1,5488.0,0.022776967930029153,0.3472222222222222,1,0,0
1,0,3,1,0,9167.0,0.0,185.0,360.0,1.0,1,9167.0,0.020181084324206393,0.5138888888888888,1,0,0
1,1,3,1,0,9504.0,0.0,261.5,360.0,1.0,1,9504.0,0.028935185185185185,0.7638888888888888,1,0,0
1,1,0,1,0,2583.0,2115.0,120.0,360.0,1.0,1,4698.0,0.02554278416347382,0.3333333333333333,0,0,1
1,1,2,0,0,1993.0,1625.0,113.0,180.0,1.0,1,3618.0,0.03123272526257601,0.6277777777777778,0,1,0
1,1,2,1,0,3100.0,1400.0,113.0,360.0,1.0,1,4500.0,0.025111111111111112,0.3138888888888889,0,0,1
1,1,2,1,0,3276.0,484.0,135.0,360.0,1.0,1,3760.0,0.03590425531914894,0.375,0,1,0
0,0,0,1,0,3180.0,0.0,71.0,360.0,0.0,0,3180.0,0.02232704402515723,0.19722222222222222,0,0,1
1,1,0,1,0,3033.0,1459.0,95.0,360.0,1.0,1,4492.0,0.021148708815672306,0.2638888888888889,0,0,1
1,0,0,0,0,3902.0,1666.0,109.0,360.0,1.0,1,5568.0,0.019576149425287355,0.30277777777777776,1,0,0
0,0,0,1,0,1500.0,1800.0,103.0,360.0,0.0,0,3300.0,0.031212121212121212,0.2861111111111111,0,1,0
1,1,2,0,0,2889.0,0.0,45.0,180.0,0.0,0,2889.0,0.01557632398753894,0.25,0,0,1
1,0,0,0,0,2755.0,0.0,65.0,300.0,1.0,0,2755.0,0.023593466424682397,0.21666666666666667,1,0,0
1,0,0,1,0,2500.0,5743.125,103.0,360.0,1.0,1,12555.375,0.004577777777777778,0.2861111111111111,0,1,0
0,0,0,0,0,1963.0,0.0,53.0,360.0,1.0,1,1963.0,0.026999490575649515,0.14722222222222223,0,1,0
0,0,0,1,1,7441.0,0.0,194.0,360.0,1.0,0,7441.0,0.026071764547775836,0.5388888888888889,1,0,0
0,0,0,1,0,4547.0,0.0,115.0,360.0,1.0,1,4547.0,0.025291400923685946,0.3194444444444444,0,1,0
1,1,0,0,0,2167.0,2400.0,115.0,360.0,1.0,1,4567.0,0.025180643748631486,0.3194444444444444,0,0,1
0,0,0,0,0,2213.0,0.0,66.0,360.0,1.0,1,2213.0,0.0298237686398554,0.18333333333333332,1,0,0
1,1,1,1,0,8300.0,0.0,152.0,300.0,0.0,0,8300.0,0.018313253012048194,0.5066666666666667,0,1,0
1,1,3,1,0,10171.25,0.0,261.5,360.0,0.0,0,12555.375,0.0044444444444444444,1.0,1,0,0
0,0,1,0,1,3867.0,0.0,62.0,360.0,1.0,0,3867.0,0.016033100594776313,0.17222222222222222,0,1,0
1,1,0,1,0,6256.0,0.0,160.0,360.0,1.0,1,6256.0,0.02557544757033248,0.4444444444444444,0,0,1
1,1,0,0,0,6096.0,0.0,218.0,360.0,0.0,0,6096.0,0.035761154855643046,0.6055555555555555,1,0,0
1,1,0,0,0,2253.0,2033.0,110.0,360.0,1.0,1,4286.0,0.025664955669622024,0.3055555555555556,1,0,0
0,1,0,0,0,2149.0,3237.0,178.0,360.0,0.0,0,5386.0,0.03304864463423691,0.49444444444444446,0,1,0
0,0,0,1,0,2995.0,0.0,60.0,360.0,1.0,1,2995.0,0.02003338898163606,0.16666666666666666,0,0,1
0,0,1,1,0,2600.0,0.0,160.0,360.0,1.0,0,2600.0,0.06153846153846154,0.4444444444444444,0,0,1
1,1,2,1,1,1600.0,5743.125,239.0,360.0,1.0,0,12555.375,0.011064814814814816,0.6638888888888889,0,0,1
1,1,0,1,0,1025.0,2773.0,112.0,360.0,1.0,1,3798.0,0.02948920484465508,0.3111111111111111,1,0,0
1,1,0,1,0,3246.0,1417.0,138.0,360.0,1.0,1,4663.0,0.029594681535492173,0.38333333333333336,0,1,0
1,1,0,1,0,5829.0,0.0,138.0,360.0,1.0,1,5829.0,0.023674729799279464,0.38333333333333336,1,0,0
0,0,0,0,0,2720.0,0.0,80.0,360.0,0.0,0,2720.0,0.029411764705882353,0.2222222222222222,0,0,1
1,1,0,1,0,1820.0,1719.0,100.0,360.0,1.0,1,3539.0,0.028256569652444195,0.2777777777777778,0,0,1
1,1,1,1,0,7250.0,1667.0,110.0,360.0,0.0,0,8917.0,0.01233598743972188,0.3055555555555556,0,0,1
1,1,0,1,0,10171.25,0.0,96.0,360.0,1.0,1,12555.375,0.0064516129032258064,0.26666666666666666,0,1,0
1,1,0,1,0,2666.0,4300.0,121.0,360.0,1.0,1,6966.0,0.01737008326155613,0.33611111111111114,1,0,0
0,0,1,0,0,4606.0,0.0,81.0,360.0,1.0,0,4606.0,0.017585757707338254,0.225,1,0,0
1,1,2,1,0,5935.0,0.0,133.0,360.0,1.0,1,5935.0,0.02240943555181129,0.36944444444444446,0,1,0
1,1,0,1,0,2920.0,16.12000084,87.0,360.0,1.0,1,2936.12000084,0.029630941506174818,0.24166666666666667,1,0,0
1,0,0,0,0,2717.0,0.0,60.0,180.0,1.0,1,2717.0,0.02208317997791682,0.3333333333333333,0,0,1
0,0,1,1,1,8624.0,0.0,150.0,360.0,1.0,1,8624.0,0.017393320964749538,0.4166666666666667,0,1,0
1,0,0,1,0,6500.0,0.0,105.0,360.0,0.0,0,6500.0,0.016153846153846154,0.2916666666666667,1,0,0
1,0,0,1,0,10171.25,0.0,261.5,360.0,1.0,1,12555.375,0.03145386766076421,1.125,0,1,0
1,1,0,1,0,2425.0,2340.0,143.0,360.0,1.0,1,4765.0,0.030010493179433367,0.3972222222222222,0,1,0
1,0,0,1,0,3750.0,0.0,100.0,360.0,1.0,1,3750.0,0.02666666666666667,0.2777777777777778,0,0,1
0,1,0,1,0,10047.0,0.0,128.0,240.0,1.0,1,10047.0,0.012740121429282374,0.5333333333333333,0,1,0
1,0,0,1,0,1926.0,1851.0,50.0,360.0,1.0,1,3777.0,0.013238019592268996,0.1388888888888889,0,1,0
1,1,0,1,0,2213.0,1125.0,128.0,360.0,1.0,1,3338.0,0.03834631515877771,0.35555555555555557,0,0,1
1,0,0,1,1,10171.25,0.0,187.0,360.0,0.0,0,10416.0,0.0179531490015361,0.5194444444444445,0,0,1
0,1,0,0,1,7142.0,0.0,138.0,360.0,1.0,1,7142.0,0.019322318678241388,0.38333333333333336,1,0,0
1,0,0,1,0,3660.0,5064.0,187.0,360.0,1.0,1,8724.0,0.021435121503897293,0.5194444444444445,0,1,0
1,1,0,1,0,7901.0,1833.0,180.0,360.0,1.0,1,9734.0,0.018491884117526197,0.5,1,0,0
1,0,3,0,0,4707.0,1993.0,148.0,360.0,1.0,1,6700.0,0.02208955223880597,0.4111111111111111,0,1,0
1,0,1,1,0,10171.25,0.0,152.0,360.0,1.0,1,12555.375,0.004029799305389856,0.4222222222222222,0,1,0
1,1,0,1,0,7333.0,5743.125,175.0,300.0,1.0,1,12555.375,0.011170688114387846,0.5833333333333334,1,0,0
1,1,1,1,1,3466.0,1210.0,130.0,360.0,1.0,1,4676.0,0.027801539777587682,0.3611111111111111,1,0,0
